# StartTime: 2016/03/14 18:18:53
timestamp.ms,latitude,longitude,altitude
540858.0,52.84008159,9.22917995,66.0
541858.0,52.84010748,9.22917752,66.0
542858.0,52.8401332,9.22916867,65.0
543858.0,52.84016288,9.22915227,62.0
544858.0,52.84019243,9.22913765,62.0
545858.0,52.84022202,9.22912489,62.0
546858.0,52.84025052,9.22911592,62.0
547858.0,52.84028214,9.22910389,60.0
548858.0,52.84031214,9.22909703,61.0
549858.0,52.84034193,9.22908697,60.0
550858.0,52.84037223,9.22907889,59.0
551858.0,52.84040446,9.22906914,58.0
552858.0,52.84043567,9.2290589,57.0
553858.0,52.84046564,9.22905077,57.0
554858.0,52.84049479,9.22904143,57.0
555858.0,52.84052454,9.22902649,54.0
556858.0,52.840554,9.22901452,53.0
557858.0,52.8405842,9.22900077,52.0
558858.0,52.84061338,9.22898736,53.0
559858.0,52.84064407,9.22897379,52.0
560858.0,52.84067424,9.22896355,53.0
561858.0,52.84070408,9.22895816,54.0
562858.0,52.8407321,9.22895185,55.0
563858.0,52.84076098,9.2289475,56.0
564858.0,52.84078975,9.22894154,55.0
565858.0,52.84081798,9.228934,56.0
566858.0,52.84084607,9.22892548,56.0
567858.0,52.84087467,9.22891343,55.0
568858.0,52.84090252,9.22890123,56.0
569858.0,52.84093086,9.22888955,56.0
570858.0,52.84095977,9.22888462,55.0
571858.0,52.84098904,9.22888099,55.0
572858.0,52.84101634,9.22887455,55.0
573858.0,52.84104304,9.22885518,55.0
574858.0,52.84106762,9.22883264,55.0
575858.0,52.84109238,9.22880894,55.0
576858.0,52.84111806,9.22878553,55.0
577858.0,52.84114305,9.2287601,56.0
578858.0,52.84116632,9.22873417,56.0
579858.0,52.84119085,9.22870737,56.0
580858.0,52.8412147,9.2286816,56.0
581858.0,52.84123813,9.22865722,56.0
582858.0,52.84126027,9.22863209,57.0
583858.0,52.84128245,9.22860389,57.0
584858.0,52.84130328,9.22857857,57.0
585858.0,52.84132448,9.22855819,59.0
586858.0,52.84134599,9.22854234,59.0
587858.0,52.84136873,9.22852758,60.0
588858.0,52.84139083,9.22851282,61.0
589858.0,52.84141279,9.22849565,61.0
590858.0,52.8414339,9.22847789,62.0
591858.0,52.84145597,9.22845856,63.0
592858.0,52.84147588,9.22843433,62.0
593858.0,52.84149753,9.22841169,63.0
594858.0,52.84151893,9.22838972,64.0
595858.0,52.84154229,9.22837015,66.0
596858.0,52.84156535,9.22835205,67.0
597858.0,52.84158963,9.22833444,69.0
598858.0,52.84161143,9.22831522,68.0
599858.0,52.84163495,9.22829473,68.0
600858.0,52.84165786,9.22827249,68.0
601858.0,52.84168156,9.22825212,68.0
602858.0,52.8417051,9.22822836,69.0
603858.0,52.84172959,9.22820704,70.0
604858.0,52.84175174,9.2281808,70.0
605858.0,52.84177315,9.22815167,69.0
606858.0,52.84179302,9.22812196,69.0
607858.0,52.84181629,9.22809985,71.0
608858.0,52.84183712,9.22807981,72.0
609858.0,52.84185637,9.22805374,71.0
610858.0,52.84186767,9.22802011,68.0
611858.0,52.84188049,9.22798271,68.0
612858.0,52.84189309,9.2279561,69.0
613858.0,52.84190708,9.22793304,70.0
614858.0,52.84192195,9.2279092,69.0
615858.0,52.84194069,9.22789233,69.0
616858.0,52.84195874,9.22787243,68.0
617858.0,52.84197773,9.22784538,67.0
618858.0,52.84199718,9.22781539,66.0
619858.0,52.84201695,9.22778246,67.0
620858.0,52.84203832,9.22775427,68.0
621858.0,52.84205971,9.22772956,68.0
622858.0,52.84208256,9.2277073,68.0
623858.0,52.84210653,9.22768954,69.0
624858.0,52.84213007,9.22767578,71.0
625858.0,52.84215294,9.22765683,71.0
626858.0,52.84217263,9.22763194,70.0
627858.0,52.84219052,9.22759989,70.0
628858.0,52.84220706,9.2275658,70.0
629858.0,52.8422239,9.22752514,69.0
630858.0,52.8422414,9.22748885,69.0
631858.0,52.84225809,9.22745011,67.0
632858.0,52.84227461,9.22741552,68.0
633858.0,52.84228839,9.22737822,70.0
634858.0,52.84229969,9.22733745,70.0
635858.0,52.84230874,9.22729431,71.0
636858.0,52.8423148,9.22724793,70.0
637858.0,52.84231662,9.22719202,68.0
638858.0,52.84231189,9.22712921,66.0
639858.0,52.84230295,9.22707097,66.0
640858.0,52.84229122,9.22701903,67.0
641858.0,52.84227297,9.22697294,66.0
642858.0,52.84225106,9.22693563,65.0
643858.0,52.84222727,9.22690164,65.0
644858.0,52.84220429,9.22686862,66.0
645858.0,52.84218135,9.2268363,66.0
646858.0,52.84216049,9.22680684,66.0
647858.0,52.84213702,9.22677949,66.0
648858.0,52.84211437,9.22675264,66.0
649858.0,52.84209234,9.2267293,67.0
650858.0,52.84207213,9.22670759,67.0
651858.0,52.84205017,9.22668554,67.0
652858.0,52.84202751,9.22666334,67.0
653858.0,52.84200616,9.22664247,67.0
654858.0,52.8419863,9.22662313,67.0
655858.0,52.84196583,9.22660288,68.0
656858.0,52.841945,9.22658109,68.0
657858.0,52.84192229,9.22655865,68.0
658858.0,52.84190125,9.22653712,68.0
659858.0,52.84187879,9.22651628,67.0
660858.0,52.8418593,9.22649157,68.0
661858.0,52.84184261,9.22646286,69.0
662858.0,52.84182749,9.22643245,70.0
663858.0,52.84181128,9.22639978,70.0
664858.0,52.84179336,9.22637499,71.0
665858.0,52.84177582,9.2263545,70.0
666858.0,52.84175757,9.22633737,70.0
667858.0,52.84173809,9.22631946,70.0
668858.0,52.84171936,9.2263013,71.0
669858.0,52.84170241,9.22628663,74.0
670858.0,52.84168633,9.22627204,72.0
671858.0,52.84167218,9.22625682,73.0
672858.0,52.84165936,9.22624157,72.0
673858.0,52.84164676,9.22622824,72.0
674858.0,52.84163471,9.22621431,71.0
675858.0,52.84162047,9.22620023,72.0
676858.0,52.84160697,9.22618933,74.0
677858.0,52.84159485,9.22617579,75.0
678858.0,52.84158223,9.22616066,75.0
679858.0,52.84156757,9.22614524,75.0
680858.0,52.84155147,9.22613063,76.0
681858.0,52.84153456,9.22611545,77.0
682858.0,52.84151779,9.22609874,77.0
683858.0,52.84149929,9.22607878,77.0
684858.0,52.84148185,9.22605479,79.0
685858.0,52.84146494,9.22603137,80.0
